シュミット・ダニエル,三上朋也,三浦弦太,上林誠知,上田仁,中島翔哉,中村奨吾,中村航輔,丹羽孝希,乾貴士,井上琴絵,京田陽太,今村優香,今永昇太,伊藤美誠,佐々木翔,佐藤瞳,佐藤美弥,入澤まい,内瀬戸真実,冨安健洋,冨永こよみ,加藤美優,南野拓実,原樹理,古賀紗理那,吉川尚輝,吉村真晴,吉田正尚,堂安律,大城滉二,大山悠輔,大島祐哉,大竹壱青,奥村麻依,宇佐美貴史,安西幸輝,室屋成,宮下遥,小幡真子,小林祐希,小林誠司,小野寺太志,山口蛍,山岡泰輔,山岸あかね,山本由伸,山﨑康晃,岡本和真,岩坂名奈,島村春世,平野美宇,張本智和,新鍋理沙,早田ひな,昌子源,木原美悠,李博,村上宗隆,東口順昭,東谷玲衣奈,松平健太,松永昂大,柳田将洋,柴崎岳,梅野雄吾,森さくら,森原康平,森唯斗,森薗政崇,橋本帆乃香,橋本拳人,水谷隼,深津旭弘,深津英臣,清水邦広,田代佳奈美,田口麗斗,田村龍弘,甲斐拓也,石井優希,石川佳純,石川祐希,福澤達哉,芥川愛加,荒木絵里香,藤井直伸,西大伍,西川遥輝,西田有志,近藤健介,野間峻祥,鈴木武蔵,鍋谷友理枝,鎌田大地,長内美和子,長﨑美柚,香川真司,高橋礼,黒後愛
1.0000000000000002,0.5447265504710813,0.643316179618183,0.5534876101693652,0.18125653278579362,0.6633160401054325,0.5185044914835641,0.6585983160157579,0.46944286719662787,0.7242528402612654,0.4615465416228722,0.5395644298549044,0.5419743217413411,0.570431965163661,0.4296635158887068,0.6623935202720289,0.19148542155126766,0.43668754278051203,0.46731216926370955,0.549816791728414,0.6708409793759729,0.560156587015636,0.44431530371184963,0.6194710806195909,0.5677083820153922,0.48958714030148237,0.5697801519743998,0.40969477662494186,0.6048912913315454,0.6474879037597874,0.5610687001183255,0.580310173507878,0.3556957522745174,0.4933413444616611,0.543261690260989,0.6848936185987272,0.589957483349914,0.6438783496999533,0.5600640109735189,0.46723290762607395,0.6924032189780456,0.561883462214004,0.41657665466108856,0.7016971589353955,0.4792478680467157,0.434247995037807,0.57000866922808,0.5995435930325227,0.5519909319990413,0.49544346163719805,0.4655314991701171,0.439979190516138,0.426578111417276,0.5361766815953547,0.3900119595344697,0.6651739535610158,0.42303823114551686,0.31402100725451526,0.49342592605449526,0.6829248265413447,0.48062896300198665,0.4093119187148942,0.5471158158561803,0.5908826781102616,0.6967124201616285,0.4204565988225526,0.36601855165598457,0.5728619772158449,0.5474109303715943,0.40208973223332484,0.36785317442322274,0.667038585130581,0.49559214601987184,0.3793163823973229,0.3902775616535793,0.4817929903980628,0.5203148857876839,0.5118415280785723,0.554371175072417,0.5693756476320286,0.4557583744057091,0.5157839064174181,0.5506127698169863,0.44352314148650934,0.4574369794342604,0.5748183927454017,0.370780374289693,0.6912008445225978,0.5704942491567848,0.41300136084225325,0.5761007368083126,0.5760620518241295,0.660654859189106,0.5503479652755,0.673705982789038,0.44917604562401775,0.4023128048753906,0.6455329889591356,0.5703365315420431,0.5290686982222059
0.5447265504710813,1.0,0.5226041181366764,0.6884292352616979,0.184045344643985,0.6058497810891808,0.6456009356800977,0.5441741854270618,0.4606536856526464,0.666125627352492,0.38117813184441013,0.6195347037250286,0.45595191035251864,0.8199127076757413,0.4319010050550748,0.5978271206218466,0.14670292399955698,0.35427310851941124,0.42094736032324004,0.4428313337269929,0.5926135949343339,0.48252066225778883,0.39896211687401517,0.6084387102464742,0.7440138196682045,0.4503458931550513,0.6001521055664487,0.40428475035848327,0.7259497663583492,0.6292449548619026,0.6604765294086873,0.7246261152800847,0.3256921284233686,0.3647774382454143,0.42849130043227424,0.644110555194678,0.4536293729481126,0.55072390120416,0.5124338090710204,0.4022117610595713,0.6406070421196828,0.5896810329234112,0.32321197041649047,0.5864850715885412,0.6957660476557727,0.3816931862088401,0.7984717478234159,0.853974321614887,0.7019714723069814,0.44230419954040057,0.3896367913899518,0.4345307632528757,0.4004442973652699,0.532180333293565,0.36863971150175784,0.5476235439816414,0.39268940491417087,0.2125946499278906,0.5209069486093334,0.5889244768810868,0.40479503206577744,0.3745821570872915,0.6854663483182584,0.5476635533560138,0.5904673750378524,0.581401608120455,0.33552025277681247,0.7724980004984502,0.7561748562483545,0.3446611406314687,0.3252909559638679,0.555376884742207,0.4580107158211599,0.2980828785619621,0.33856503591547843,0.4394589480678172,0.43774147655833584,0.667804095395403,0.6078123967323827,0.6700597148893196,0.4525645373384535,0.47557919738077725,0.4307182736005959,0.34327778739876313,0.38094709226089224,0.506504065030515,0.3083921413672307,0.5811717708275786,0.7043761782558816,0.38326879976720185,0.7258662599035667,0.7046243378377472,0.5792862651699762,0.4935553057590939,0.6110699587789736,0.421466398428022,0.3408330946619844,0.6489006981785038,0.6169737912228715,0.45290243244259276
0.643316179618183,0.5226041181366764,0.9999999999999998,0.5587200917868436,0.1878753962889651,0.6670796192578222,0.5020906324115416,0.6724529739513249,0.4999113149798395,0.7424443318420224,0.49268030656564304,0.5297676399351254,0.5973674761715148,0.5237695681977327,0.44630957836926477,0.661219713724478,0.1927100776013935,0.48687950506853517,0.4853111405783949,0.6009362592890638,0.6654735015682707,0.6050824301536579,0.4927018368180982,0.6565211141902115,0.5808346901519967,0.5654714263978196,0.574758575082408,0.4523252722359443,0.5569832412708119,0.7100788743923253,0.5511370898568647,0.5416975001198625,0.4011370615017936,0.527090514245149,0.5569683351425867,0.6950315559736037,0.6702988399970156,0.6659068169851743,0.5565659305502498,0.5022527077568983,0.7057460299109009,0.5707704460611586,0.46917864308507157,0.7058887800454084,0.47790516294701507,0.48151367645869764,0.555504207477679,0.5763874656032348,0.5299167254917102,0.5167382714595136,0.5058328198172601,0.4809609612725168,0.47709234191880573,0.5472059125852107,0.4484799136830054,0.6934468649841258,0.4577934752449087,0.34690305573343033,0.5445091478901528,0.7026152776168383,0.5354794966818113,0.48339891887417,0.5736241406425501,0.6616581113173564,0.6824172411105287,0.45119176115347637,0.38671407279070896,0.5444773443218273,0.5529491780742227,0.4003460184850431,0.4175166910270194,0.645715371304848,0.5239943255153691,0.39989193569977044,0.4546365108201787,0.5593774758191544,0.5415275654015302,0.5466910603766415,0.599083390164791,0.5998409166143364,0.4625588502651507,0.5457665325906597,0.5895486705592972,0.5213634590293584,0.5047109838923067,0.5878054908536443,0.43673701453135866,0.7400570798562202,0.5505036453416474,0.49872959073561945,0.5159237662030507,0.579766254281603,0.6487395405109492,0.5609076328951703,0.7418699420522539,0.5329403981336421,0.44839020872887614,0.6348479010128102,0.6205069171201574,0.5473415671190722
0.5534876101693652,0.6884292352616979,0.5587200917868436,0.9999999999999999,0.18063486944416055,0.6161055734675414,0.7948223990812363,0.5586065673658965,0.4361770861879615,0.6825003446583395,0.37677795053550167,0.6058573243123608,0.4879205470276825,0.7003506794807164,0.4663862897500027,0.5698373588395672,0.15555517244877246,0.3529650126200077,0.42681004888261237,0.5126489143249697,0.6411761475756953,0.4859298213311675,0.432620362890889,0.6195321002575275,0.6799564236855028,0.4753339000117349,0.7211802960144964,0.41149927889838095,0.7776557678006553,0.68166444166451,0.6683274858920449,0.8014694466768839,0.3058801822835346,0.3738347291001529,0.4486305716186311,0.6487384701571448,0.4890419427398521,0.5871164099284198,0.5201287218146725,0.3812854545904055,0.6865338537572931,0.6157629795535015,0.3152828319772756,0.6236182769830514,0.6354838767079637,0.41445399979293784,0.662936267175943,0.6940324513673108,0.8115056554880626,0.41308313521951456,0.40502248436363886,0.4561759226172366,0.4144421233552479,0.47148634322185257,0.367996765348589,0.5413519900763595,0.394455129901135,0.21398876627326716,0.6985099096540797,0.6093733622928709,0.4585263682903831,0.36709772607755214,0.582698833549724,0.5782719728823659,0.6271069841362975,0.5397552446289304,0.31046504669692154,0.6898955439924666,0.7019915461338387,0.31919677944605745,0.2825706215161895,0.569074592222788,0.4314389994232822,0.32760334633767363,0.35033464165514483,0.406229428320905,0.4275684887720302,0.6169364706328839,0.634371930073155,0.7624602894851731,0.4648922730667215,0.4738155757555162,0.42704055367557664,0.3164064600650342,0.33868976750783175,0.5262771824199878,0.29192960123682316,0.604316216962346,0.7878404231391543,0.4061311433699856,0.7757472394446023,0.7807741089825332,0.5734379755085425,0.512945729763902,0.6497574127112937,0.47829989714266036,0.3398763265363129,0.643150462339357,0.5681333233251349,0.4775774217923286
0.18125653278579362,0.184045344643985,0.1878753962889651,0.18063486944416055,1.0,0.1763806137768272,0.18930111150520257,0.16722975238556465,0.429099625087461,0.16970630265561462,0.16124703540883556,0.23126096475628324,0.17966337080920805,0.17101871396014498,0.315186952235348,0.17204135313789326,0.17425702504599896,0.1796455497140088,0.24319549441182658,0.18255957831420577,0.16865670759513535,0.2053850439078432,0.3591957990320564,0.17385570149049348,0.18211218620270084,0.228024274365249,0.17978967717261776,0.44605241523830486,0.2070918473131248,0.18352668428632596,0.18962818013646884,0.17753524695071501,0.3373649268090372,0.18589512173460357,0.17072020890703304,0.1723090008228622,0.18035732295128867,0.20646449759294833,0.24027475681578914,0.17614242084180573,0.1853860086730053,0.17437365962519807,0.23558125179748907,0.1814482966217137,0.15813830653043373,0.2231695353962414,0.17807693962396068,0.19041483178845253,0.19558180997191515,0.23178028773534332,0.18608085369166863,0.3180818251627032,0.39499133199734443,0.19597413312152928,0.3443233054731452,0.2268134027999689,0.4181641080401017,0.24662672658907275,0.18907694896770613,0.18706803469358618,0.20411329766209618,0.3130365257733559,0.18789514845155042,0.19643629876439403,0.20203843393621312,0.19342363788168904,0.4180532287948694,0.19318426944738987,0.15449514881097481,0.3521910387428421,0.28429692623741337,0.1800920476292786,0.4125403220915025,0.2072006451850405,0.159652763029808,0.20053086761388977,0.1917021103031144,0.18150721135067727,0.21832276239155318,0.21869464796106847,0.18097604628810424,0.3692771461159496,0.19912576573338175,0.2123383308823278,0.18351287678257672,0.2209423327081632,0.1826965305714228,0.18947571876956773,0.17969280111327696,0.18095094996691038,0.18027691663103262,0.21148739281920578,0.20486170168682938,0.26127407148258874,0.1760409478941285,0.17998185316011306,0.32140740175150917,0.18819103848600233,0.22768418107158292,0.20537033378542294
0.6633160401054325,0.6058497810891808,0.6670796192578222,0.6161055734675414,0.1763806137768272,1.0000000000000002,0.5422410473359555,0.7485739126205584,0.5058618149805616,0.8353371999824064,0.474455549833472,0.5066886782755756,0.5641698268281249,0.5916570605748765,0.4862188094800814,0.696895585834996,0.19754890544437206,0.38686066145182957,0.4837708974312139,0.5320138254359316,0.7373774867787752,0.5368483068345009,0.4542268448596487,0.8539296968269653,0.6152763257169998,0.5623499274658559,0.5642292754030666,0.4214329731989776,0.6252714440478839,0.8164670206554503,0.5538790985288748,0.615411493471177,0.37233709651127944,0.4606923091841297,0.4995297349677964,0.8475714201917557,0.6009975815496745,0.7931818839229392,0.5903217305273377,0.4381484635104633,0.8262024395697956,0.5601426022284408,0.38703228285244895,0.7618457250359485,0.5190136453724037,0.4124267324901126,0.592303316612488,0.6088912884105305,0.5584311809901253,0.5335124289747579,0.4404903708613285,0.4750537931837411,0.4600377688225948,0.5780626067705591,0.4264113566117739,0.6765908178483271,0.43531674545322185,0.2547801470141993,0.5008773632336967,0.7310879819579637,0.5326580261384414,0.4299528266041842,0.5658561372911436,0.626748804590156,0.7839290510721391,0.41319906136038453,0.35211715615683686,0.5813651484104475,0.5873519419750873,0.40221959119654294,0.3299374057265886,0.7480750373909868,0.49186972693317865,0.33577685417715386,0.3637518489041072,0.5016918413402012,0.5163389544182487,0.5357417822370336,0.5720454794161041,0.6157493683077744,0.49429862901968746,0.5134279552073477,0.45566307159940517,0.4162674332608326,0.40881602119239946,0.5662422911965921,0.3461620223167063,0.7757899301974293,0.6127895129521231,0.44492274855410324,0.6057432783835995,0.5967716575281032,0.7973695776848441,0.5514474773298504,0.7772255800617529,0.557109300673015,0.38129526727691027,0.8291814040229645,0.558484635649314,0.5528854458824712
0.5185044914835641,0.6456009356800977,0.5020906324115416,0.7948223990812363,0.18930111150520257,0.5422410473359555,1.0,0.5255208700430757,0.4236906370945715,0.5993395262444897,0.3194817601092095,0.6699185527132921,0.40837765121961866,0.6574359735597959,0.37886360581473216,0.5627187849526328,0.14639350294806222,0.31515732252658685,0.39902322927871264,0.43862527887217506,0.5438590341195241,0.42421427002140905,0.381158717273117,0.5196792820635131,0.6601141051470754,0.45422909525376953,0.6806714709269585,0.3646789477104554,0.7906447444254183,0.5703075714995931,0.6750791531087637,0.7835072930776272,0.3047410087614338,0.33071438063537595,0.36643336364697565,0.5765032812905121,0.4173343557041885,0.518413323726339,0.46889502164220087,0.34241441900839076,0.6256428413087517,0.6499062684906275,0.2818139099237283,0.5772160923162393,0.5634082871415095,0.3711338954509535,0.6281324918871765,0.6410417077805948,0.7727522437276122,0.3846668301311464,0.35726108586066685,0.3993320494729563,0.35759241497720917,0.44902061154191103,0.3252308568725181,0.5114208852813026,0.3580477508002172,0.22787803737440399,0.6585118468074415,0.5508236938753781,0.39925244941984545,0.31198269993641853,0.5829871630343246,0.48485152734671616,0.5509770507951859,0.5400855306290991,0.2720476818058156,0.6406353951659459,0.6324525200968937,0.2925778239578992,0.2791223584959425,0.5201944568288435,0.4224002817162214,0.3104471364600409,0.2923820139313682,0.3499781498090496,0.3663248636883839,0.5621237338785359,0.6195974430861811,0.6856048924171703,0.4294624891999389,0.4552377829357093,0.3709526520658081,0.3217482898086763,0.30815362944784364,0.4820230307341012,0.2730934461377042,0.5278359735635297,0.7462816399027392,0.35075867139948164,0.7450145555956953,0.7477102764596547,0.5159798167249496,0.4207062306851006,0.5650216637483081,0.39643122935052516,0.3055810599352828,0.606835015877885,0.5599889607214962,0.40435387497600667
0.6585983160157579,0.5441741854270618,0.6724529739513249,0.5586065673658965,0.16722975238556465,0.7485739126205584,0.5255208700430757,1.0,0.5114020900696499,0.7462807558249513,0.4674382267547467,0.5330469927633391,0.5458205145766997,0.558033810735661,0.4393880249674307,0.6809218443768359,0.17259965494482943,0.4156723341346653,0.4275256912228508,0.5503745674215926,0.6837875814715261,0.5393081641581049,0.4567435924857466,0.7491338139612281,0.5722837238882338,0.5439618871518167,0.5315210515750453,0.4252637842475835,0.596493998937178,0.7194510508314188,0.5220823833457876,0.5754557853207891,0.37421801405122523,0.49616917871385285,0.5189321413954427,0.7517557216673403,0.5982427507408652,0.7381992396627293,0.5559590491290073,0.4567667221258301,0.7537810753366099,0.5515783345215205,0.4028390403535214,0.7601379131805578,0.49844556830120673,0.4282292403100518,0.5741662472490654,0.5967211450086476,0.5226400572152128,0.5476627758407279,0.4729292194901004,0.4461781435728321,0.4405678844598081,0.5646015949141963,0.40849210322714935,0.6925144680409067,0.41709689989710264,0.3042144031155297,0.45983895681968545,0.7693377219501074,0.49217272856510585,0.42632809361842816,0.5145938853521463,0.5629712867481869,0.7316263148974285,0.4055298782835253,0.343212278884552,0.5279787106707157,0.5476823989247884,0.3809361289926376,0.34918845896136613,0.7257760719431651,0.504259408654871,0.33800738364068744,0.37421558342070654,0.5148798665421843,0.5084970038747245,0.5284800138350868,0.554380941425871,0.556195014946204,0.49204512090884245,0.5081979766752321,0.44930066054032086,0.4645192438676858,0.4061034423285879,0.5699535128430148,0.3808099543037123,0.7223152762826426,0.5631501513382665,0.4419244935878677,0.5692256916877434,0.5501318482052364,0.7185124864212469,0.5367297567715646,0.7097254443362495,0.524196958866185,0.39782805713513136,0.7209007985595224,0.5345185838047868,0.5253926787118348
0.46944286719662787,0.4606536856526464,0.4999113149798395,0.4361770861879615,0.429099625087461,0.5058618149805616,0.4236906370945715,0.5114020900696499,1.0,0.5103385325469456,0.4955743866647628,0.48070170652623795,0.4928796390423452,0.44261583389882414,0.6405378165907946,0.5117629810592229,0.2295101242196988,0.42481753098229325,0.435498268228552,0.4608533688300209,0.4485292572610751,0.5093984801763165,0.7005091947982175,0.5262861495550378,0.5007051690122692,0.5385964356559818,0.39806402256265105,0.7182974214157931,0.48592506893376497,0.4843306923360529,0.43949797978312893,0.4543699270919886,0.5464164548121337,0.45261508322013716,0.474976327611708,0.5054930449913871,0.4248685214609683,0.5348914707735761,0.5093680557769006,0.4785703962062342,0.5007932754556405,0.5151235321048779,0.4398860304846124,0.5230714176984257,0.42333761458211716,0.4483039683731867,0.48125844596030887,0.5123940934399532,0.4571649699867204,0.5860534792065604,0.4904082386137497,0.6668192697980968,0.7095064962848296,0.5904520245996927,0.6657646878845289,0.5132013992498051,0.620493254466992,0.32432617516835166,0.39995586348277073,0.48756443811366235,0.49293354647696547,0.683934404606442,0.5230670839983463,0.4803261416514783,0.483866549956182,0.405058942108068,0.5997076552530362,0.4355285896003236,0.43295965985691515,0.605431747512083,0.5397789826649257,0.49263640290919625,0.7882725906902257,0.3712701782381029,0.456252139130221,0.5628016504221712,0.5339898083075761,0.46104271653874973,0.5201729258641736,0.45717650958567096,0.4081845166150847,0.7677855529220304,0.46885686259724874,0.5295744934625101,0.49909646646929773,0.5379658985411311,0.42613184170056667,0.5139724048309378,0.45900841568078066,0.41808131484436606,0.43826573937785746,0.45421896659985644,0.5345668549393664,0.5379642805831489,0.4869705393038586,0.49423259206025,0.620720563230549,0.4900913840742762,0.49202834493664205,0.5168216178805914
0.7242528402612654,0.666125627352492,0.7424443318420224,0.6825003446583395,0.16970630265561462,0.8353371999824064,0.5993395262444897,0.7462807558249513,0.5103385325469456,1.0000000000000002,0.4872623506926868,0.5780831993352675,0.5912100958788985,0.6708894094094368,0.4944907292279493,0.7250866039799773,0.19333886781374826,0.4411670921971343,0.4871219461931232,0.6169741636525333,0.8008511452217997,0.6205624103378817,0.5065437468936915,0.8474203986441328,0.6687053290928887,0.5667873220101499,0.6796793408603143,0.43761150607324145,0.6843510797849109,0.8664652425165409,0.6289822719955708,0.67198620651284,0.38040248078035394,0.5046947074662543,0.5514282151068528,0.8842297273576887,0.6561069664728998,0.7570289811144393,0.6114104823957847,0.4847753617023426,0.8624396606838459,0.6099651898757292,0.40321126037945554,0.7969898870736131,0.5844845104434091,0.47026054913368315,0.6646003867843676,0.7031951113485169,0.6354545282390694,0.5474316375968065,0.48675433729043033,0.49744261513904137,0.48545374795949403,0.6042331913457022,0.43475156341817073,0.7177225261826023,0.4592403304375135,0.2836270422950969,0.5754121959973137,0.7699250153846883,0.5378701602029926,0.4656333139188401,0.5960451350402194,0.7181303471471273,0.8340234595545541,0.4486756377260476,0.38092473120025105,0.6547691571347496,0.6625331589516844,0.4052051483628606,0.3840573915212205,0.7492499499452074,0.5234718833634554,0.3583571997252844,0.3876662082149757,0.5340886479291789,0.5543114317305083,0.6003210943115777,0.6174244448064039,0.6728922617741846,0.5331572529806496,0.5493585661386523,0.531786991332715,0.45594640039384104,0.46660736189610286,0.6226964115994961,0.3993342568683731,0.8071985516883285,0.6930056464238672,0.48231631714411227,0.6693915456808361,0.6764484094498887,0.7797670156728176,0.5745017800780752,0.8449996939626687,0.5498637099286285,0.4090047345884148,0.840078780496981,0.6071797595392463,0.5725698685516419
